,index,merchantid,listedproducts,totalunitssold,meanunitssoldperproduct,rating,merchantratingscount,meanproductprices,meanretailprices,averagediscount,meandiscount,meanproductratingscount,totalurgencycount,urgencytextrate,family_size
679,679,59257409b674b15e8191b8de,2,200,100,4.216,139607,7.0,6.0,-16,-16.0,61,1.0,50.0,-10.0
680,680,5d5108577ad24261ddf720f0,2,200,100,4.221,620,2.0,2.0,0,0.0,34,1.0,50.0,2.0
681,681,59506bd1abea9119a059422d,2,200,100,4.225,9357,5.0,127.0,97,97.0,19,1.0,50.0,224.0
682,682,58dfa91e42ab0953f96d31d0,2,200,100,4.231,360,9.5,8.5,-12,-12.0,17,,,-3.5
683,683,57885a8c090d40723d2105e3,2,200,100,4.258,4595,2.8,3.0,7,7.0,6,1.0,50.0,10.0
684,684,5ae2d62f2c49564f1df9bbd1,2,200,100,4.277,5070,11.0,10.0,-10,-10.0,98,,,0.0
685,685,56c2e30edf108f11548c6dcb,2,200,100,4.291,38100,3.0,3.0,0,0.0,12,1.0,50.0,3.0
686,686,550ab2be8e8def0b2c654d4b,2,200,100,4.318,6126,8.0,7.0,-14,-14.0,21,1.0,50.0,-7.0
687,687,5e5f6272d0e9af054214467e,2,200,100,4.333,6,4.81,5.0,4,4.0,0,1.0,50.0,9.0
688,688,5700b51a0848f73d19d10cbb,2,200,100,4.361,7197,11.0,47.0,77,77.0,23,1.0,50.0,124.0
689,689,58402f95e24c5b06c6dccd35,2,200,100,4.368,619,8.0,7.0,-14,-14.0,3,1.0,50.0,-7.0
690,690,583beacf24b24f1b805ff7a2,2,200,100,4.39,889,8.0,7.0,-14,-14.0,28,1.0,50.0,-7.0
691,691,582ff4f70299bc4f4b90d203,2,200,100,4.429,3276,13.0,15.0,14,14.0,55,1.0,50.0,29.0
692,692,58ff6866e17bc0302f540b50,2,200,100,4.484,5768,8.0,7.0,-14,-14.0,11,,,-7.0
693,693,5e70afae21861a90a4e6b7f0,2,200,100,4.5,6,12.0,11.0,-9,-9.0,0,1.0,50.0,2.0
694,694,5e535f1b397cba44cf1118d8,3,150,50,3.733,30,2.89,7.0,59,59.0,1,1.0,33.0,66.0
695,695,5dda40561fead208515f98e2,3,150,50,3.737,334,8.0,7.0,-14,-14.0,8,1.0,33.0,-7.0
696,696,5e3c5fbfe217d492138970c1,3,150,50,3.825,57,4.83,51.0,91,91.0,1,2.0,67.0,142.0
697,697,5a2fa9ce6ea4a770c66f5599,3,150,50,4.059,1374,6.0,7.0,15,15.0,3,1.0,33.0,22.0
698,698,5d4bbed57ad242352a46d910,3,150,50,4.353,34,7.0,6.0,-16,-16.0,4,1.0,33.0,-10.0
699,699,5d454f4056a26067881bb903,2,150,75,3.892,268,3.83,3.5,-8,-8.0,8,1.0,50.0,-4.5
700,700,56c94ae6df108f5af83b1e0f,2,150,75,3.943,7248,1.93,8.5,78,77.5,25,2.0,100.0,86.0
701,701,5e72dc545021d6138b405bdc,2,150,75,4.185,54,11.5,88.5,88,87.5,11,,,176.0
702,702,5d464a1ffdf7bc44ee933c65,3,120,40,3.99,295,6.0,48.33,88,88.0,5,1.0,33.0,136.32999999999998
703,703,56a9df1b3a698c526f769805,2,103,52,4.252,4150,10.0,12.5,25,25.0,6,,,37.5
704,704,5e8d923d20c9b7545017f1f9,1,100,100,2.941,17,11.0,50.0,78,78.0,9,,,128.0
705,705,5e6cb9806bab2075b2b64d15,1,100,100,3.0,3,12.0,11.0,-9,-9.0,1,,,2.0
706,706,5e8c98966642021100f8db13,1,100,100,3.034,29,12.0,75.0,84,84.0,28,,,159.0
707,707,5e537a4038654d5bb8db71b4,1,100,100,3.039,231,5.0,5.0,0,0.0,6,,,5.0
708,708,5e61cd4b97cc101bd3066216,1,100,100,3.25,64,20.0,17.0,-17,-17.0,60,,,0.0
709,709,5e64b92e00ff3743cf8f3c3d,1,100,100,3.299,67,20.0,17.0,-17,-17.0,15,,,0.0
710,710,5e9c44cdf5b57cfb27118f62,1,100,100,3.338,269,3.66,26.0,86,86.0,10,,,112.0
711,711,5dc818ca030a154e48a3a8af,1,100,100,3.367,572,16.0,14.0,-14,-14.0,27,,,0.0
712,712,5e675a4b48763f1940d6ab3b,1,100,100,3.418,79,16.0,22.0,28,28.0,72,,,50.0
713,713,5dea1af2efc6ec06d5c16dd3,1,100,100,3.423,71,2.0,4.0,50,50.0,30,,,54.0
714,714,5e1691b573bfb90406044928,1,100,100,3.474,38,13.0,11.0,-18,-18.0,11,,,-7.0
715,715,5e0474f81b1677050990d11b,1,100,100,3.514,70,8.0,76.0,90,90.0,11,1.0,100.0,166.0
716,716,5c749805a0e25747655033ac,1,100,100,3.545,99,11.0,10.0,-10,-10.0,26,,,0.0
717,717,5e536247397cba46c3111a39,1,100,100,3.557,88,11.0,10.0,-10,-10.0,89,,,0.0
718,718,5d50f80e3db43e24767edf52,1,100,100,3.611,167,2.0,25.0,92,92.0,58,,,117.0
719,719,5dbe8b3a0140ee444c50ec2b,1,100,100,3.625,24,7.0,6.0,-16,-16.0,20,,,-10.0
720,720,5e50fecf18034a89e1aeede8,1,100,100,3.646,99,6.0,26.0,77,77.0,12,1.0,100.0,103.0
721,721,5b0a66907752c8567c3cc671,1,100,100,3.651,1078,9.0,10.0,10,10.0,51,,,20.0
722,722,5eb4be68dda5360c58501b42,1,100,100,3.683,290,8.0,10.0,20,20.0,18,,,30.0
723,723,5c7dee45a0e257512a5dd7f0,1,100,100,3.689,103,11.0,10.0,-10,-10.0,39,,,0.0
724,724,5448789898dc205017838a33,1,100,100,3.697,10286,11.0,10.0,-10,-10.0,4,,,0.0
725,725,5d44cb7ea5f07b2d00607909,1,100,100,3.708,849,14.0,84.0,84,84.0,60,,,168.0
726,726,5e6d18bceb2b33bdc975950f,1,100,100,3.714,49,9.0,56.0,84,84.0,30,,,140.0
727,727,5d463c87c77e983f28b4dfca,1,100,100,3.721,104,5.79,9.0,36,36.0,53,,,45.0
728,728,5e3683005ba64b1957b798cc,1,100,100,3.762,151,14.0,104.0,87,87.0,71,,,191.0
729,729,5b3b135e38e2640b28a557bb,1,100,100,3.773,5595,8.0,7.0,-14,-14.0,63,,,-7.0
730,730,5dc682d24b0ae7154300d493,1,100,100,3.773,44,7.0,6.0,-16,-16.0,21,,,-10.0
731,731,59510a44905fdb0b8266ddc5,1,100,100,3.774,3245,6.0,11.0,46,46.0,35,,,57.0
732,732,5d41a75de13a7e2059f79277,1,100,100,3.775,111,13.0,56.0,77,77.0,20,,,133.0
733,733,5eba4de229e78603182870c3,1,100,100,3.776,116,6.0,6.0,0,0.0,18,,,6.0
734,734,5d5cf8ff2736783681e22991,1,100,100,3.779,263,7.0,84.0,92,92.0,46,,,176.0
735,735,5d42980e8388970d32294ddc,1,100,100,3.803,330,11.0,84.0,87,87.0,15,1.0,100.0,171.0
736,736,5dcf512a97383300d357ad69,1,100,100,3.815,610,8.0,7.0,-14,-14.0,7,,,-7.0
737,737,5ddd1355801ecf0a803b6c3a,1,100,100,3.827,75,7.0,6.0,-16,-16.0,18,1.0,100.0,-10.0
738,738,57ee5f0025e7c00ffe3f000c,1,100,100,3.829,37753,16.0,18.0,12,12.0,69,,,30.0
739,739,5d51381f933fb16c06bb9d71,1,100,100,3.833,1129,5.66,5.0,-13,-13.0,27,,,-8.0
740,740,5d5abf5b33f0b44411c05032,1,100,100,3.838,198,8.0,7.0,-14,-14.0,42,,,-7.0
741,741,5bdbb9048a83b5678f43462b,1,100,100,3.851,897,15.0,28.0,47,47.0,69,,,75.0
742,742,550bed073fca100d87116858,1,100,100,3.856,277,3.69,53.0,94,94.0,11,,,147.0
743,743,5609de679b11090d3bafce69,1,100,100,3.857,7602,7.0,81.0,92,92.0,23,,,173.0
744,744,58529ee7e788116a53cbe2a9,1,100,100,3.864,1022,13.0,26.0,50,50.0,37,,,76.0
745,745,55a641ddfa6d460ba65ce3b8,1,100,100,3.871,58154,8.0,59.0,87,87.0,45,,,146.0
746,746,583d7475269aad1da3dc2294,1,100,100,3.877,50593,8.0,22.0,64,64.0,47,,,86.0
747,747,583d245d0d44637eb04d1c8f,1,100,100,3.89,17612,5.0,75.0,94,94.0,15,1.0,100.0,169.0
748,748,583155a70d446310bcfe9f52,1,100,100,3.891,26018,5.0,9.0,45,45.0,13,,,54.0
749,749,5eb8b5ebac21070efaf91c99,1,100,100,3.893,224,8.0,10.0,20,20.0,7,,,30.0
750,750,547bfcda3dabbe37af5818b1,1,100,100,3.897,2988,6.0,6.0,0,0.0,15,,,6.0
751,751,5eb8e443cefdd67ac09f93ca,1,100,100,3.897,107,8.0,7.0,-14,-14.0,23,1.0,100.0,-7.0
752,752,58a6f41a96f1bb57840b0ed4,1,100,100,3.898,16885,14.0,51.0,73,73.0,36,,,124.0
753,753,5d5e064b560eca4814b2bb74,1,100,100,3.899,1373,5.72,9.0,37,37.0,4,,,46.0
754,754,5de7643c8db42003000ba7f1,1,100,100,3.902,173,8.0,85.0,91,91.0,14,,,176.0
755,755,5d46ce1a8388976d8c042c39,1,100,100,3.909,230,14.0,25.0,44,44.0,50,1.0,100.0,69.0
756,756,58d25a160490dc52e34022e7,1,100,100,3.91,35679,9.0,84.0,90,90.0,82,,,174.0
757,757,56680c90e363a3613607ea61,1,100,100,3.917,41623,7.0,33.0,79,79.0,8,,,112.0
758,758,5e5dec4430477e47e6838d5d,1,100,100,3.918,98,5.0,5.0,0,0.0,25,1.0,100.0,5.0
759,759,55dc3dcd8950c811f73a48a4,1,100,100,3.921,16741,5.8,8.0,28,28.0,6,,,36.0
760,760,5b3ed8fa22856f198f7f0a88,1,100,100,3.923,1643,14.0,12.0,-16,-16.0,20,1.0,100.0,-4.0
761,761,5aacd6c1ccf0c83e5a6f3de0,1,100,100,3.929,3897,6.0,34.0,83,83.0,10,,,117.0
762,762,57b17fcc4249277b5ad99206,1,100,100,3.931,23161,6.0,6.0,0,0.0,55,,,6.0
763,763,546415e89719cd2ac2e20045,1,100,100,3.931,2776,6.0,20.0,70,70.0,13,,,90.0
764,764,5eb50b2237d7ba4abca6250a,1,100,100,3.932,88,8.0,7.0,-14,-14.0,10,,,-7.0
765,765,58f8681a29867d1118cb0964,1,100,100,3.934,1770,12.0,11.0,-9,-9.0,11,,,2.0
766,766,58ef5b480d27561215655a9c,1,100,100,3.937,4572,4.0,4.0,0,0.0,24,1.0,100.0,4.0
767,767,5d4a55b21d9a8e4a02843479,1,100,100,3.945,613,3.81,25.0,85,85.0,25,,,110.0
768,768,5b8f992a2eb51f465ffd388d,1,100,100,3.945,5988,9.0,8.0,-12,-12.0,8,,,-4.0
769,769,5684e1234c2cc826ab5ca438,1,100,100,3.949,27964,11.0,13.0,16,16.0,46,,,29.0
770,770,5541ba455252290c0b225b1f,1,100,100,3.95,27764,13.0,25.0,48,48.0,79,1.0,100.0,73.0
771,771,5b767f37f54e4f1434671cc8,1,100,100,3.952,1500,3.0,60.0,95,95.0,28,,,155.0
772,772,5498115d653d5121ae5409c9,1,100,100,3.953,11030,8.0,30.0,74,74.0,34,1.0,100.0,104.0
773,773,5a17bb048cf0ed37ca9e18bc,1,100,100,3.955,12016,3.0,26.0,89,89.0,3,,,115.0
774,774,5b42da1bf64320209fc8da69,1,100,100,3.962,210,5.0,19.0,74,74.0,59,,,93.0
775,775,561df3a23a698c711e5e5efa,1,100,100,3.965,36033,8.0,7.0,-14,-14.0,19,1.0,100.0,-7.0
776,776,5d54bec47ad242761d84984d,1,100,100,3.967,300,9.0,8.0,-12,-12.0,46,,,-4.0
777,777,5e74810d7f5269411ad93989,1,100,100,3.968,185,1.67,2.0,17,17.0,32,,,19.0
778,778,5d46cdb476befe7f781dd1af,1,100,100,3.975,2869,9.0,8.0,-12,-12.0,31,,,-4.0
779,779,59e5e353ef7b892409c6e6a7,1,100,100,3.975,1284,3.0,7.0,58,58.0,6,,,65.0
780,780,5927d9ead7f65462c5a1d409,1,100,100,3.982,901,16.0,14.0,-14,-14.0,18,,,0.0
781,781,5d4e5b8415275446cdad4fbb,1,100,100,3.988,900,2.65,3.0,12,12.0,33,,,15.0
782,782,5e535edc18034a4651aeecef,1,100,100,3.993,150,5.89,5.0,-17,-17.0,48,1.0,100.0,-12.0
783,783,59e071d99fbc517c29711220,1,100,100,3.997,2435,16.0,33.0,52,52.0,61,1.0,100.0,85.0
784,784,5d4d24b3c8bc521b5568b537,1,100,100,4.0,88,7.0,17.0,59,59.0,27,,,76.0
785,785,5abbab1d7c27687c3daaad6e,1,100,100,4.001,5301,12.0,11.0,-9,-9.0,3,,,2.0
786,786,54869cf344a28275e008fb00,1,100,100,4.001,17222,11.0,51.0,79,79.0,4,,,130.0
787,787,5947799a2eac1104f22e4486,1,100,100,4.003,3852,5.73,5.0,-14,-14.0,63,,,-9.0
788,788,5d3d417070327a201bfcd655,1,100,100,4.003,1250,1.72,2.0,14,14.0,13,,,16.0
789,789,5b18eb98dfc31f2100f4c4cd,1,100,100,4.005,4955,8.0,9.0,12,12.0,94,,,21.0
790,790,5acdbf7c9c15ff7191aadd30,1,100,100,4.014,5244,12.0,59.0,80,80.0,64,1.0,100.0,139.0
791,791,5dbb45d78aabea2d9e97b407,1,100,100,4.015,546,11.0,10.0,-10,-10.0,12,,,0.0
792,792,5d415665838897104cf4003d,1,100,100,4.019,746,11.0,22.0,50,50.0,24,,,72.0
793,793,5e5c7c2c77179e31406eece1,1,100,100,4.02,196,12.0,14.0,15,15.0,24,,,29.0
794,794,5aed66b2f0b75f35a1bd6615,1,100,100,4.023,4402,9.0,8.0,-12,-12.0,10,1.0,100.0,-4.0
795,795,5986cc750ec30f4610ea07be,1,100,100,4.024,1746,11.0,10.0,-10,-10.0,22,,,0.0
796,796,598da748b7717348ffeaf02c,1,100,100,4.028,17002,12.0,11.0,-9,-9.0,104,,,2.0
797,797,5dda41a275cf541cc0b6cf99,1,100,100,4.03,689,2.0,2.0,0,0.0,58,1.0,100.0,2.0
798,798,588224a5bb3a4a4d5169deb2,1,100,100,4.035,5311,11.0,84.0,87,87.0,31,,,171.0
799,799,5a13e07c5d6f342d64b51237,1,100,100,4.039,4836,5.0,11.0,55,55.0,54,,,66.0
800,800,583188080d44631041fea370,1,100,100,4.04,11557,8.0,11.0,28,28.0,91,,,39.0
801,801,5b4973b049c8e64e07c31cb4,1,100,100,4.041,267,9.0,49.0,82,82.0,109,,,131.0
802,802,59146c0c71a2f21160479ee5,1,100,100,4.044,16726,16.0,88.0,82,82.0,9,,,170.0
803,803,5dc3de943710b9143904fdd9,1,100,100,4.045,88,8.0,7.0,-14,-14.0,15,,,-7.0
804,804,54068c667a9eb466313c6ebf,1,100,100,4.051,102568,6.0,7.0,15,15.0,2,,,22.0
805,805,5ba08911269570054ba2b669,1,100,100,4.055,874,11.0,26.0,58,58.0,12,,,84.0
806,806,5c6d6c28619caa1d94891d06,1,100,100,4.056,1086,3.0,3.0,0,0.0,8,1.0,100.0,3.0
807,807,5d43cb4c4c7855604ee59bbb,1,100,100,4.067,89,8.0,7.0,-14,-14.0,29,,,-7.0
808,808,55311a071a8a220c1b804371,1,100,100,4.07,5939,9.0,8.0,-12,-12.0,51,,,-4.0
809,809,5ac1db0a1c256d3bd25188f4,1,100,100,4.077,1585,8.0,9.0,12,12.0,61,,,21.0
810,810,5b9cc34eb226113590090c59,1,100,100,4.087,7385,14.0,26.0,47,47.0,72,,,73.0
811,811,5b39de95d3db323a3a775883,1,100,100,4.097,1338,1.72,56.0,97,97.0,6,,,153.0
812,812,5729fb5ce1220e593d1b86ac,1,100,100,4.101,32724,8.0,7.0,-14,-14.0,9,,,-7.0
813,813,5d64f34f2736787d00ad93ec,1,100,100,4.106,540,1.89,2.0,6,6.0,39,,,8.0
814,814,5ae2d056b125ab5424320fc1,1,100,100,4.107,2199,8.0,25.0,68,68.0,55,,,93.0
815,815,5d54026f41ed515c7a1eb40a,1,100,100,4.111,425,12.0,43.0,73,73.0,26,,,116.0
816,816,59a173df9fbc51783bd1f406,1,100,100,4.118,4943,5.83,64.0,91,91.0,52,,,155.0
817,817,57ebc98dfc63523912aa1424,1,100,100,4.123,1172,5.0,5.0,0,0.0,0,,,5.0
818,818,55ed54947e8372421830b946,1,100,100,4.123,38936,11.0,10.0,-10,-10.0,5,,,0.0
819,819,5d7b761abd5aa37518970b8c,1,100,100,4.125,1385,9.0,34.0,74,74.0,18,,,108.0
820,820,5d4784dd56a260398c1bc597,1,100,100,4.127,521,5.0,59.0,92,92.0,22,,,151.0
821,821,5512b0d98e8def07a462e1d7,1,100,100,4.128,17655,7.0,6.0,-16,-16.0,47,1.0,100.0,-10.0
822,822,595097d6a26f6e070cb878d1,1,100,100,4.129,568,16.0,14.0,-14,-14.0,54,1.0,100.0,0.0
823,823,5772693e4e1511743e371036,1,100,100,4.13,1928,9.0,17.0,48,48.0,34,,,65.0
824,824,58ad74688a58e150335088ce,1,100,100,4.131,24132,8.0,7.0,-14,-14.0,23,,,-7.0
825,825,59f868d0eea5c51c2167d097,1,100,100,4.136,18529,7.0,6.0,-16,-16.0,27,,,-10.0
826,826,58b569edfc743d5072bcd4d9,1,100,100,4.141,8685,11.0,26.0,58,58.0,1,1.0,100.0,84.0
827,827,5b7e1d0f5b299812c53e81f5,1,100,100,4.151,1269,7.0,34.0,80,80.0,106,,,114.0
828,828,57ac5da80e3c8a18b4746013,1,100,100,4.157,300,18.0,115.0,85,85.0,177,1.0,100.0,200.0
829,829,582c4556ef562807126df946,1,100,100,4.158,19867,5.0,26.0,81,81.0,4,,,107.0
830,830,5960922537635d7e09b47c1d,1,100,100,4.158,7267,15.0,59.0,75,75.0,202,,,134.0
831,831,58171618bfa9fd1994661235,1,100,100,4.159,2602,6.0,145.0,96,96.0,52,,,241.0
832,832,5d481bd022f3014c80e6ddb2,1,100,100,4.167,30,1.0,1.0,0,0.0,6,,,1.0
833,833,59f9687a37f9f80d31798d60,1,100,100,4.167,629,6.0,17.0,65,65.0,93,1.0,100.0,82.0
834,834,5845000d330f3a4d59cff91f,1,100,100,4.168,10799,5.0,5.0,0,0.0,10,,,5.0
835,835,5ad7066e1b98df3e558530a6,1,100,100,4.17,3520,14.0,12.0,-16,-16.0,65,,,-4.0
836,836,5afab0f75ccdca0e69a067b8,1,100,100,4.186,435,11.0,28.0,61,61.0,107,,,89.0
837,837,5d54f7e47ad2426b008579ae,1,100,100,4.19,163,2.9,3.0,4,4.0,19,,,7.0
838,838,5ab9f77bea8764355800e5a2,1,100,100,4.192,14327,4.7,19.0,76,76.0,15,,,95.0
839,839,585b36a336cedf4cb6c6ea62,1,100,100,4.195,18079,13.0,68.0,81,81.0,121,,,149.0
840,840,5ad01a6a70cf6977d05013de,1,100,100,4.21,2282,11.0,10.0,-10,-10.0,96,,,0.0
841,841,5486cf7540b3786ec7c7e4ee,1,100,100,4.21,9541,11.0,30.0,64,64.0,28,,,94.0
842,842,5d413afa0ff7f947c0e21025,1,100,100,4.211,878,14.0,97.0,86,86.0,44,,,183.0
843,843,596d9a4937635d7622a6c7f6,1,100,100,4.212,1290,8.0,7.0,-14,-14.0,111,,,-7.0
844,844,5adef67640626a4b409b8e94,1,100,100,4.213,5106,5.92,9.0,35,35.0,17,,,44.0
845,845,5b13817f0128754174259044,1,100,100,4.213,2399,3.93,24.0,84,84.0,57,,,108.0
846,846,5925555b2cd9447854443c41,1,100,100,4.223,29977,49.0,42.0,-16,-16.0,6,,,26.0
847,847,58d12c00b9d9d6505a44c4e6,1,100,100,4.227,1465,18.0,47.0,62,62.0,34,,,109.0
848,848,5860cbf734de6c4d4803523d,1,100,100,4.227,7740,12.0,102.0,89,89.0,75,,,191.0
849,849,5953816a9579d81e5edcc3d7,1,100,100,4.228,7328,14.0,92.0,85,85.0,25,,,177.0
850,850,59815a929fbc512d72137ba5,1,100,100,4.228,2228,9.0,46.0,81,81.0,7,,,127.0
851,851,59802a908ee78d7ec44d192a,1,100,100,4.232,14664,8.0,85.0,91,91.0,19,,,176.0
852,852,58d3cd3b773e9257cc5b990a,1,100,100,4.232,4501,3.87,15.0,75,75.0,43,,,90.0
853,853,5a129c6aeea5c546c8b8e2f8,1,100,100,4.234,487,19.0,17.0,-11,-11.0,61,,,6.0
854,854,5a409cf87b584e7951b2e25f,1,100,100,4.236,7023,7.0,6.0,-16,-16.0,14,,,-10.0
855,855,5d55f05833f0b43dceb58a50,1,100,100,4.238,63,8.0,22.0,64,64.0,10,,,86.0
856,856,5aa5d06da6bf7a7f7285bc0e,1,100,100,4.24,3769,9.0,8.0,-12,-12.0,23,,,-4.0
857,857,58e4a53ce070a80f9180685a,1,100,100,4.243,8888,3.65,9.0,60,60.0,8,,,69.0
858,858,58d10bee24f9f96bdbe80fb6,1,100,100,4.244,4758,12.0,100.0,88,88.0,40,1.0,100.0,188.0
859,859,5d3d0c2c4b4fdb2f38b5e54d,1,100,100,4.245,1309,2.79,13.0,79,79.0,2,,,92.0
860,860,5d58d3b433f0b4349bbe941f,1,100,100,4.247,299,11.0,10.0,-10,-10.0,3,,,0.0
861,861,5c077d9e80508524a1cb3315,1,100,100,4.248,7218,2.69,3.0,11,11.0,1,,,14.0
862,862,590189980094b829518713b8,1,100,100,4.264,16994,11.0,10.0,-10,-10.0,51,,,0.0
863,863,5dbd7b090140ee044252ed12,1,100,100,4.264,855,7.0,6.0,-16,-16.0,11,,,-10.0
864,864,567eb3a5d8a1043c0ab70707,1,100,100,4.272,1088,16.0,76.0,79,79.0,38,,,155.0
865,865,577a1c0517c3e2747a5a4659,1,100,100,4.274,8950,18.0,76.0,77,77.0,120,1.0,100.0,153.0
866,866,56da85f4df108f268b4a6618,1,100,100,4.276,8443,4.66,11.0,58,58.0,24,,,69.0
867,867,554b7fc033c1d7162b690160,1,100,100,4.278,12745,8.0,7.0,-14,-14.0,139,,,-7.0
868,868,5e0b55766a4343d3823c7215,1,100,100,4.283,120,11.0,10.0,-10,-10.0,8,1.0,100.0,0.0
869,869,598429c3947e4119b7bec1c0,1,100,100,4.288,29265,14.0,84.0,84,84.0,103,,,168.0
870,870,5b083a8b7e43f23f2e16cbd6,1,100,100,4.29,3190,9.0,17.0,48,48.0,92,,,65.0
871,871,5673acd9c1a80060fb201026,1,100,100,4.299,3028,5.65,26.0,79,79.0,33,,,105.0
872,872,5650100887aaa61273717ce0,1,100,100,4.311,19632,16.0,50.0,68,68.0,46,,,118.0
873,873,580595bda46fa31f93d83357,1,100,100,4.325,1151,11.0,10.0,-10,-10.0,28,,,0.0
874,874,582c712cae088637843348a5,1,100,100,4.337,34975,9.0,8.0,-12,-12.0,27,,,-4.0
875,875,587dd9a883eee74e06b30974,1,100,100,4.337,7012,8.0,7.0,-14,-14.0,14,,,-7.0
876,876,53bd3edad911396c5b3fb0aa,1,100,100,4.341,1972,5.85,43.0,87,87.0,45,,,130.0
877,877,5b71353ec8cfda2270406795,1,100,100,4.343,3038,7.0,6.0,-16,-16.0,57,1.0,100.0,-10.0
878,878,5ec3b16fedb2cda500b96542,1,100,100,4.365,96,5.86,5.0,-17,-17.0,76,,,-12.0
879,879,58501ac7b9e3474c9f4b2afd,1,100,100,4.365,10917,3.69,40.0,91,91.0,59,1.0,100.0,131.0
880,880,5778fd153a698c5c2d845ed9,1,100,100,4.366,6121,11.0,42.0,74,74.0,55,1.0,100.0,116.0
881,881,5742c706d75bc459506b80f1,1,100,100,4.431,105684,7.0,6.0,-16,-16.0,23,,,-10.0
882,882,57773e8e7f1b5074ad85dd89,1,100,100,4.438,54773,2.66,9.0,71,71.0,1,,,80.0
883,883,5d513ddf1d9a8e239c347192,1,100,100,4.444,36,5.75,16.0,65,65.0,27,1.0,100.0,81.0
884,884,5848298b68eb84699231b1f2,1,100,100,4.456,10622,1.76,2.0,12,12.0,35,,,14.0
885,885,5915c592fc9cce7eb7312bd4,1,100,100,4.463,3682,13.0,26.0,50,50.0,113,,,76.0
886,886,55837e8030c8403f7c8044b9,1,100,100,4.487,2805,5.0,9.0,45,45.0,6,,,54.0
887,887,5b07dc937752c81ecb291b66,1,100,100,4.522,343,3.73,17.0,79,79.0,27,,,96.0
888,888,559f372b577ce1196ef7f66c,1,100,100,4.578,1032,8.0,47.0,83,83.0,110,,,130.0
889,889,5dab9ece69ce753090f6735c,1,100,100,5.0,0,7.0,6.0,-16,-16.0,0,,,-10.0
890,890,5d5a520c560eca48d7f140eb,2,100,50,3.516,254,4.0,4.0,0,0.0,1,1.0,50.0,4.0
891,891,5e6771b33cce5a8dd4f6fd3c,2,100,50,3.75,4,5.0,5.0,0,0.0,1,1.0,50.0,5.0
892,892,5b0fa1b72c3c1d2abb34f1a4,2,100,50,3.792,519,8.0,7.0,-14,-14.0,6,1.0,50.0,-7.0
893,893,58d8e8ebd929c652b9c04c05,2,100,50,3.88,3730,3.76,7.0,47,47.0,8,,,54.0
894,894,5e748f2484068a0289ab6f9f,2,100,50,3.923,26,20.0,17.0,-17,-17.0,12,1.0,50.0,0.0
895,895,5e686e632fb13f0b010b6cd0,2,100,50,4.175,57,12.0,85.0,86,86.0,4,1.0,50.0,171.0
896,896,5a14dbb27dee4a2da907bddb,2,100,50,4.458,537,9.0,34.0,74,74.0,5,1.0,50.0,108.0
897,897,5e5cb2f077179e1ac07004a2,2,60,30,3.885,52,12.0,14.0,15,15.0,4,,,29.0
898,898,5e4f330366b9710ecfaff138,1,50,50,3.464,28,12.0,11.0,-9,-9.0,7,,,2.0
899,899,5e4b6a0c57cc9b0b53e499a4,1,50,50,3.667,9,5.0,38.0,87,87.0,2,,,125.0
900,900,5e75cce27477a26d336a6c07,1,50,50,3.676,34,15.0,13.0,-15,-15.0,10,,,-2.0
901,901,5e732ba4dc0ec3709851e0f7,1,50,50,3.714,21,11.0,85.0,88,88.0,7,1.0,100.0,173.0
902,902,5eb91502c48732293d0a8e08,1,50,50,3.722,144,6.0,6.0,0,0.0,15,,,6.0
903,903,5d8c291ca1309429e32bb247,1,50,50,3.774,62,9.0,8.0,-12,-12.0,2,,,-4.0
904,904,5abf82da22fad76f8c13b113,1,50,50,3.84,2647,12.0,11.0,-9,-9.0,17,,,2.0
905,905,58008d25047bed1ad1940bff,1,50,50,3.861,4098,3.86,6.0,36,36.0,6,,,42.0
906,906,5e6a5f041511dc46c06eac19,1,50,50,3.872,47,8.0,56.0,86,86.0,6,1.0,100.0,142.0
907,907,5aa24c9a22fad77bdfe2578b,1,50,50,3.937,399,27.0,23.0,-17,-17.0,12,,,6.0
908,908,5d9163dcbffbb14190a52df7,1,50,50,3.98,249,8.0,7.0,-14,-14.0,7,,,-7.0
909,909,597ff85721064f2607e253e9,1,50,50,4.01,401,25.0,38.0,35,35.0,6,,,73.0
910,910,58db59f4e40cc66d2bda1bc0,1,50,50,4.094,14358,13.0,11.0,-18,-18.0,12,,,-7.0
911,911,575ab2de20c8d15cb59e5ee0,1,50,50,4.12,8397,9.0,33.0,73,73.0,4,,,106.0
912,912,586378e04b60fe69e3335c5f,1,50,50,4.128,2283,8.0,7.0,-14,-14.0,8,,,-7.0
913,913,578caf669035dc557db297c0,1,50,50,4.16,19281,8.0,7.0,-14,-14.0,6,1.0,100.0,-7.0
914,914,5e50b3e818034a49f8aeecdf,1,50,50,4.17,47,1.0,8.0,88,88.0,4,,,96.0
915,915,578aeb7316b2891a3a226c21,1,50,50,4.323,5508,16.0,14.0,-14,-14.0,18,,,0.0
916,916,533e35e334067e3f0e7b05c5,1,50,50,4.385,71919,12.0,17.0,30,30.0,18,1.0,100.0,47.0
917,917,58bd1048662f70531f3962df,1,50,50,4.434,3063,16.0,14.0,-14,-14.0,2,,,0.0
918,918,5e61c817039ce2184a0ed392,3,30,10,3.548,31,16.0,14.0,-14,-14.0,3,1.0,33.0,0.0
